Category,SubCategory,Brand,Start_Week,Year,Sales,Unit_lift,Revenue,Rev_lift
Mens,Hair Colours,JUST FOR MEN,7/3/2017,2017,12108,2873,4420900,1294
Mens,Hair Styling,GRIZZLY BEARD,16-08-2016,2016,1913,698,4423400,-15608
Accessories,Electro W/Mnagement,SALTER,19-07-2016,2016,265,1931,4421400,6450
Hair,Hair Shampoo,HERBAL ESSENCES,5/9/2017,2017,13839,-1082,4424200,-24109
Accessories,Cosmetic Applicators,REAL TECHNIQUES,31-05-2016,2016,48912,-293,4423000,-1440
Hair,Hair Conditioner,Pantene,2/11/2015,2015,13899,9451,4425100,-17715
Mens,After Shaves,LYNX,21-06-2016,2016,634,-520,4425600,1813
Accessories,Hair Combs/Brushes,DENMAN,4/7/2017,2017,13772,-1361,4426700,-26515
Accessories,Hair Decorations,KITSCH,2/8/2016,2016,639,783,4425200,1119
Hair,Hair Conditioner,TRESEMME,15-02-2016,2016,12192,1559,4426400,-1893
Toiletries,Soaps,Olay,4/7/2017,2017,1779,-3227,4425500,-15603
Mens,Anti-Perspirants,FCUK,23-08-2016,2016,4990,-2068,4428200,-10262
Hair,Hair Conditioner,TRESEMME,20-06-2017,2017,2967,-2200,4429200,-27141
Hair,Hair Conditioner,Crest,27-09-2016,2016,2886,3516,4428300,-7943
Toiletries,Toilet Tissues,Dove,8/2/2016,2016,14480,1126,4430400,11989
Accessories,Bathroom Products,S&G BATH ACCESS,6/6/2017,2017,3103,568,4432700,510
Toiletries,Facial Tissues,Crest,22-08-2017,2017,108276,-587,4431100,-3909
Toiletries,Body Moisturisers,Dove,18-04-2017,2017,137,-2965,4434000,-4149
Hair,Hair Conditioner,Clairol,16-05-2017,2017,1782,446,4436100,-926
Accessories,False Eyelashes,ARDELL,22-03-2016,2016,6739,582,4433800,592
Accessories,Nail Care Access.,LEIGHTON DENNY,25-04-2017,2017,587,-888,4436300,-6265
Mens,After Shaves,OLD SPICE,2/5/2017,2017,639,-277,4434300,2239
Accessories,Hair Decorations,KITSCH,17-05-2016,2016,590,142,4437300,650
Hair,Hair Colours,L'oreal,29-03-2016,2016,103056,411,4436300,2814
Mens,Facial Cleansers,BULLDOG,13-06-2017,2017,3661,-923,4438600,-6090
Toiletries,Soaps,Neutrogena,19-09-2017,2017,1032,-1092,4439700,-1869
Hair,Hair Conditioner,Crest,6/9/2016,2016,2640,7359,4440500,1309
Mens,Hair Styling,TONI & GUY,2/5/2017,2017,4052,-350,4438300,194
Accessories,Hair Combs/Brushes,TANGLE TEEZER,2/8/2016,2016,10399,2114,4439600,6985
Hair,Hair Styling,TRESEMME,31-01-2017,2017,38858,13355,4441000,2399
Accessories,Nail Enamels,SALLY HANSEN,1/11/2016,2016,241,-229,4443700,-5956
Hair,Hair Shampoo,Olay,3/10/2017,2017,12006,-384,4441900,-10429
Toiletries,Anti-Perspirants,Pantene,13-09-2016,2016,1614,-588,4444300,879
Mens,Hair Styling,PERCY NOBLEMAN,7/2/2017,2017,1023,-1330,4445100,-3670
Mens,Razors & Blades,WILKINSON SWORD,27-06-2017,2017,13100,1782,4445400,5898
Hair,Hair Styling,TRESEMME,14-03-2017,2017,49329,5937,4443800,328
Mens,After Shaves,OLD SPICE,7/6/2016,2016,750,-85,4447100,470
Toiletries,Soaps,Shiseido,15-03-2016,2016,1784,-858,4445000,-1533
Mens,Facial Scrubs,L'OREAL,5/9/2017,2017,1747,-87,4447600,-2571
Accessories,Hold Ups,ARISTOC,23-08-2016,2016,825,113,4446400,-2564
Accessories,False Eyelashes,KISS,3/10/2017,2017,2753,1920,4448400,-6959
Toiletries,Anti-Perspirants,Shiseido,6/12/2016,2016,12446,1374,4446900,20249
Accessories,Bathroom Products,ESSENTIALS,23-08-2016,2016,4914,5569,4449900,10443
Accessories,Hair Tools & Accs,INVISIBOBBLE,28-12-2015,2015,1786,402,4449000,-2052
Toiletries,Sanitary Towels,Garnier,4/1/2016,2016,106479,-244,4450600,-2548
Hair,Hair Colours,Garnier,22-11-2016,2016,3040,521,3298500,10678
Mens,Facial Cleansers,BULLDOG,30-08-2016,2016,4225,5237,4450800,10525
Mens,Hair Styling,MR,15-11-2016,2016,744,1578,4452300,6597
Mens,Facial Moisturisers,L'OREAL,28-03-2017,2017,8777,-2092,4450900,-12034
Mens,After Shaves,OLD SPICE,30-08-2016,2016,609,-216,4453700,-4106
Mens,Facial Cleansers,NIVEA,8/11/2016,2016,1600,2024,4454500,7900
Hair,Hair Conditioner,Shiseido,16-08-2016,2016,44815,7741,4453300,-23880
Toiletries,Anti-Perspirants,Matrix,23-05-2017,2017,9446,5270,4455600,4428
Toiletries,Talcum Powders,Shiseido,21-12-2015,2015,2405,1348,4455800,2081
Mens,Hair Shampoo,JUST FOR MEN,18-01-2016,2016,110,2481,4454600,6154
Hair,Hair Shampoo,L'oreal,11/7/2017,2017,4285,-3522,4456200,-5747
Mens,Face Masks,MONTAGNE JEUNESSE,6/12/2016,2016,437,2519,4455000,10239
Hair,Hair Conditioner,Garnier,22-11-2016,2016,8576,1833,3395600,8744
Toiletries,Soaps,Aveda,8/3/2016,2016,1715,2357,4455500,20991
Hair,Hair Styling,Shiseido,18-07-2017,2017,13133,2689,4458600,5788
Accessories,Toiletry & Cos Bags,TED BAKER,14-06-2016,2016,3739,2325,4457000,3039
Mens,Shower Gels,NIVEA,24-01-2017,2017,13170,927,4458900,92
Mens,Razors & Blades,PHILIPS,7/12/2015,2015,4230,-198,4459300,-2489
Hair,Hair Conditioner,Crest,18-04-2017,2017,12143,3784,4458400,6382
Toiletries,Soaps,L'oreal,12/4/2016,2016,1023,233,4460500,-1091
Accessories,False Eyelashes,KISS,25-07-2017,2017,3286,-394,4461100,-25830
Mens,After Shaves,BRUT,17-01-2017,2017,618,2170,4463100,5025
Hair,Hair Conditioner,TRESEMME,26-07-2016,2016,4052,-1207,4461300,-4490
Accessories,Nail Care Products,SALLY HANSEN,15-11-2016,2016,12194,1964,4463700,-943
Toiletries,Anti-Perspirants,Crest,17-10-2017,2017,10408,295,4463100,3420
Mens,Hair Styling,GRIZZLY BEARD,26-07-2016,2016,1913,678,4465100,-17757
Accessories,Electro W/Mnagement,SALTER,14-12-2015,2015,234,605,4464400,101
Hair,Hair Conditioner,Clairol,11/4/2017,2017,2755,102,4466200,-9340
Hair,Hair Conditioner,HERBAL ESSENCES,25-04-2017,2017,2906,1965,4464800,-2497
Hair,Hair Conditioner,Pantene,8/11/2016,2016,13834,782,4466900,2616
Accessories,Hair Tools & Accs,SCUNCI,15-03-2016,2016,24028,-15547,4465700,-31158
Mens,Hair Styling,SHOCKWAVES,19-04-2016,2016,3309,7003,4467200,-7236
Toiletries,Soaps,Nivea,20-09-2016,2016,1769,-456,4465800,675
Accessories,Hair Combs/Brushes,DENMAN,10/5/2016,2016,13944,17083,4468200,-1926
Toiletries,Soaps,Olay,20-06-2017,2017,1033,291,4466600,-445
Accessories,False Eyelashes,WUNDERBROW,28-12-2015,2015,1756,589,4468300,-367
Accessories,Grooming Tools,CHAMPNEYS,10/10/2017,2017,3324,1390,4470300,-37377
Toiletries,Facial Tissues,Matrix,30-08-2016,2016,36597,4764,4473100,-26168
Accessories,False Eyelashes,KISS,23-05-2017,2017,3662,493,4473800,-6155
Mens,Hair Styling,SHOCKWAVES,8/3/2016,2016,3157,-937,4474000,-15988
Hair,Hair Conditioner,Nivea,3/1/2017,2017,1606,568,4475800,912
Hair,Hair Conditioner,HERBAL ESSENCES,27-09-2016,2016,13778,-671,4473900,-8312
Mens,Hair Styling,PERCY NOBLEMAN,19-09-2017,2017,599,1582,4475800,8676
Mens,Facial Cleansers,BULLDOG,7/3/2017,2017,2590,926,4473800,-5558
Toiletries,Shower Gels,L'oreal,7/12/2015,2015,24141,2026,4475800,2952
Accessories,Beauty Foot Care Acc,TWEEZERMAN,18-01-2016,2016,1024,-1360,4475000,-2132
Mens,Hair Styling,JONNY'S CHOP SHOP,15-08-2017,2017,4989,-1928,4477300,-8872
Hair,Hair Conditioner,Clairol,25-07-2017,2017,12558,2971,4475900,11912
Hair,Hair Styling,Crest,21-12-2015,2015,10412,296,4475800,3429
Hair,Hair Shampoo,Matrix,28-12-2015,2015,8731,-1951,4478500,-4632
Toiletries,Tampons,Dove,22-02-2016,2016,50880,-7258,4476500,-38579
Toiletries,Soaps,Nivea,26-04-2016,2016,3296,1164,4477400,-16092
Mens,Hair Styling,TONI & GUY,30-08-2016,2016,5830,-371,4480000,1010
Accessories,False Eyelashes,ARDELL,11/4/2017,2017,7070,14638,4477900,6188
Mens,After Shaves,TABAC,12/9/2017,2017,237,280,4480000,2760
Mens,After Shaves,BRUT,6/12/2016,2016,1755,577,4479200,-226
Toiletries,Soaps,Shiseido,14-06-2016,2016,836,-854,4480800,-2122
Accessories,False Eyelashes,KISS,10/10/2017,2017,2756,3520,4481600,-4578
Hair,Hair Styling,Dove,11/1/2016,2016,45287,6235,4482400,-22207
Hair,Hair Styling,Dove,18-07-2017,2017,40682,5487,4484100,-8530
Hair,Hair Conditioner,Matrix,15-03-2016,2016,1809,2034,4487000,603
Mens,Hair Styling,VO5,26-07-2016,2016,36570,7650,4485100,-26066
Accessories,Hair Decorations,DISNEY,21-06-2016,2016,832,571,4485400,-1088
Hair,Hair Shampoo,Shiseido,7/12/2015,2015,40957,383,4487700,120
Mens,Facial Scrubs,BULLDOG,23-08-2016,2016,828,715,4488100,243
Toiletries,Shower Gels,Crest,13-12-2016,2016,48874,-7470,4488000,-14660
Mens,Facial Cleansers,BULLDOG,4/7/2017,2017,2771,2127,4490400,2004
Mens,Facial Scrubs,BULLDOG,16-11-2015,2015,843,506,4490500,-126
Toiletries,Hand Wash,Olay,28-03-2017,2017,12108,3745,4492600,10673
Mens,Facial Scrubs,BULLDOG,1/2/2016,2016,733,171,4492800,7352
Accessories,Hair Decorations,KITSCH,5/4/2016,2016,624,859,4491600,4771
Hair,Hair Styling,Matrix,1/8/2017,2017,11941,-1845,4494000,-8749
Toiletries,Anti-Perspirants,Pantene,19-09-2017,2017,1468,1179,4493100,18193
Mens,Facial Scrubs,L'OREAL,21-03-2017,2017,1762,1150,4494600,3210
Toiletries,Soaps,Pantene,1/2/2016,2016,1469,2857,4496700,22283
Mens,Anti-Perspirants,LYNX,17-10-2017,2017,15903,1690,4495300,6788
Accessories,Nail Care Access.,TWEEZERMAN,28-06-2016,2016,1247,-15582,4497100,-27949
Accessories,Nail Care Products,OPI,30-11-2015,2015,1752,428,4495900,-1143
Mens,Grooming Tools,MEN-U,30-08-2016,2016,503,-313,4498800,7960
Toiletries,Soaps,Pantene,16-08-2016,2016,1708,24,4497000,-7619
Accessories,Nail Care Products,SENSATIONAIL,16-05-2017,2017,3376,-152,4498900,8061
Hair,Hair Conditioner,Clairol,30-08-2016,2016,13908,14136,4498500,-16529
Accessories,False Nails,KISS,26-07-2016,2016,6742,-721,4499000,-1852
Accessories,Grooming Tools,ELEGANT TOUCH,20-09-2016,2016,1771,849,4501800,2499
Toiletries,Shower Gels,Garnier,8/11/2016,2016,13826,-804,4500700,-23139
Hair,Hair Conditioner,Neutrogena,29-08-2017,2017,4074,1756,4503400,2283
Toiletries,Body Sprays,Crest,9/5/2017,2017,9149,-3021,4502200,-21075
Accessories,Toiletry & Cos Bags,TED BAKER,18-01-2016,2016,4182,-3784,4503500,-9326
Hair,Hair Shampoo,Shiseido,25-07-2017,2017,10404,520,4506500,5359
Accessories,Hair Decorations,KITSCH,7/2/2017,2017,1049,2712,4506600,4997
Hair,Hair Styling,Pantene,22-02-2016,2016,8552,1647,4507100,19552
Hair,Hair Shampoo,Nivea,31-05-2016,2016,36651,15479,4505000,-533
Accessories,Nail Care Products,SENSATIONAIL,14-02-2017,2017,3341,526,4509000,3404
Toiletries,Soaps,Aveda,26-09-2017,2017,3668,500,4511200,-265
Mens,Hair Shampoo,JUST FOR MEN,25-01-2016,2016,240,967,4511200,4688
Accessories,Nail Enamels,SALLY HANSEN,30-11-2015,2015,618,1083,4510500,5649
Toiletries,Anti-Perspirants,Dove,29-11-2016,2016,6737,641,4511700,264
Mens,Hair Conditioner,JONNY'S CHOP SHOP,27-09-2016,2016,177,-486,4510700,238
Toiletries,Anti-Perspirants,Neutrogena,11/7/2017,2017,10420,730,4512400,2185
Mens,Hair Conditioner,JONNY'S CHOP SHOP,5/9/2017,2017,263,1316,4510400,-2358
Mens,Hair Conditioner,MR,28-06-2016,2016,123,1668,4512700,3299
Mens,After Shaves,BRUT,22-08-2017,2017,525,695,4511800,-1849
Mens,Hair Styling,MR,8/3/2016,2016,582,326,4514300,-6685
Mens,After Shaves,BRUT,30-11-2015,2015,1782,90,4514100,-2315
Accessories,Cosmetic Applicators,REAL TECHNIQUES,25-10-2016,2016,36498,8892,4512800,-25792
Hair,Hair Conditioner,Crest,3/5/2016,2016,13755,1866,4515300,3699
Mens,Facial Cleansers,DOVE,23-05-2017,2017,1704,1736,4515600,7169
Accessories,Nail Care Access.,TWEEZERMAN,11/7/2017,2017,820,151,4513800,-1588
Accessories,Hair Combs/Brushes,SALON PERFORMANCE,7/6/2016,2016,6738,46,4514900,15558
Mens,Body Sprays,FCUK,21-12-2015,2015,22928,2508,4516400,7522
Accessories,False Eyelashes,KISS,28-02-2017,2017,2636,369,4515500,-1199
Hair,Hair Styling,Pantene,17-05-2016,2016,44802,9180,4517000,-22161
Hair,Hair Colours,Dove,11/1/2016,2016,11919,-1060,4518100,-7348
Toiletries,Shower Gels,Nivea,1/2/2016,2016,40722,904,4516100,-3267
Accessories,Nail Care Access.,LEIGHTON DENNY,6/9/2016,2016,587,-1894,4518600,-8928
Mens,Razors & Blades,PHILIPS,7/3/2017,2017,1787,-961,4516800,-2915
Toiletries,Sanitary Towels,L'oreal,2/5/2017,2017,38900,11279,4519500,22572
Mens,Facial Cleansers,NIVEA,26-07-2016,2016,1917,2141,4518300,-16884
Hair,Hair Colours,Garnier,23-05-2017,2017,81540,657,159400,-158
Hair,Hair Colours,HERBAL ESSENCES,28-06-2016,2016,45204,10080,4518500,-18934
Toiletries,Talcum Powders,Olay,3/5/2016,2016,1814,695,4519300,7276
Toiletries,Sanitary Towels,Dove,15-08-2017,2017,40789,-140,4519800,-16009
Hair,Hair Conditioner,Dove,1/2/2016,2016,20565,592,4522100,6912
Accessories,Cosmetic Applicators,REAL TECHNIQUES,18-10-2016,2016,24258,-5816,4522300,-10589
Hair,Hair Conditioner,Nivea,9/8/2016,2016,2470,3572,4523000,23696
Hair,Hair Shampoo,Garnier,23-05-2017,2017,8484,71,2795500,4227
Toiletries,Body Moisturisers,Clairol,24-05-2016,2016,631,-3051,4524000,-14584
Toiletries,Facial Tissues,Matrix,15-08-2017,2017,108062,693,4522400,-1122
Accessories,Beauty Foot Care Acc,TWEEZERMAN,20-12-2016,2016,1035,-667,4523200,-511
Toiletries,Shower Gels,Garnier,29-11-2016,2016,13834,203,4523200,5837
Hair,Hair Shampoo,TRESEMME,20-09-2016,2016,13680,2961,4526200,-5931
Hair,Hair Conditioner,Olay,16-08-2016,2016,23073,-2071,4525300,-4032
Accessories,Hair Tools & Accs,INVISIBOBBLE,5/4/2016,2016,2469,2143,4525700,7016
Hair,Hair Styling,L'oreal,24-01-2017,2017,44971,-1144,4527700,-15515
Mens,Hair Styling,FUDGE,7/3/2017,2017,2410,2044,4526600,5146
Accessories,False Nails,ELEGANT TOUCH,1/2/2016,2016,10438,-254,4528200,-2343
Hair,Hair Styling,Neutrogena,30-08-2016,2016,20602,559,4529700,6467
Accessories,False Eyelashes,WUNDERBROW,29-03-2016,2016,3163,-1681,4528000,-9474
Mens,Hair Styling,BRYLCREEM,23-08-2016,2016,3655,527,4529900,-5323
Mens,Hair Styling,PERCY NOBLEMAN,4/10/2016,2016,826,-564,4529200,-769
Mens,Hair Styling,JONNY'S CHOP SHOP,9/5/2017,2017,3379,-377,4531500,6545
Hair,Hair Conditioner,Matrix,7/12/2015,2015,10437,378,4529800,84
Hair,Hair Conditioner,Olay,30-08-2016,2016,5881,2008,4531400,1326
Toiletries,Shower Gels,Shiseido,10/1/2017,2017,51911,-1992,4529700,-12088
Toiletries,Talcum Powders,Dove,2/11/2015,2015,1608,-238,4531900,2249
Toiletries,Talcum Powders,Crest,4/4/2017,2017,1032,187,4530300,-1433
Toiletries,Anti-Perspirants,Garnier,5/4/2016,2016,10381,885,4531800,4736
Mens,Hair Shampoo,TREVOR SORBIE,23-05-2017,2017,1028,2043,4534000,3697
Accessories,False Nails,KISS,19-09-2017,2017,9451,7737,4534100,6548
Hair,Hair Shampoo,Nivea,26-04-2016,2016,36575,15164,4532400,-15155
Toiletries,Anti-Perspirants,Matrix,30-08-2016,2016,55483,10700,4533600,-3380
Mens,Hair Styling,MR,21-06-2016,2016,824,260,4536000,-2723
Mens,Facial Cleansers,BULLDOG,19-07-2016,2016,3123,-2089,4534800,-18401
Mens,Anti-Perspirants,RIGHT GUARD,28-06-2016,2016,15341,2032,4537100,-19270
Toiletries,Toilet Tissues,Nivea,23-11-2015,2015,14494,2265,4535300,9706
Mens,Hair Styling,GRIZZLY BEARD,20-12-2016,2016,14492,888,4537500,9389
Accessories,Grooming Tools,TWEEZERMAN,15-11-2016,2016,5870,1234,4537100,6939
Toiletries,Hand Wash,Shiseido,8/11/2016,2016,5833,-401,4538900,1653
Toiletries,Anti-Perspirants,Nivea,21-03-2017,2017,23993,5874,4537400,7682
Toiletries,Shower Gels,L'oreal,23-08-2016,2016,16490,-1723,4539800,-5203
Accessories,Nail Care Access.,TWEEZERMAN,2/11/2015,2015,1026,-2463,4538300,-3470
Mens,Facial Scrubs,NIVEA,6/9/2016,2016,1048,-865,4540600,-4136
Hair,Hair Conditioner,TRESEMME,28-12-2015,2015,9243,3353,4541200,16273
Hair,Hair Colours,TRESEMME,30-11-2015,2015,50893,-2523,4542500,-27511
Accessories,False Eyelashes,EYLURE,3/10/2017,2017,51887,-6313,4541900,-18953
Mens,Razors & Blades,PHILIPS,15-03-2016,2016,1472,2867,4543500,21463
Mens,Facial Cleansers,NIVEA,1/11/2016,2016,1608,-463,4543400,642
Mens,Hair Shampoo,TONI & GUY,8/11/2016,2016,754,-1007,4544300,-6686
Toiletries,Anti-Perspirants,Clairol,30-11-2015,2015,2476,2200,4545000,7901
Accessories,Hair Combs/Brushes,MARK HILL,10/1/2017,2017,1611,-462,4547700,-6164
Hair,Hair Conditioner,Matrix,23-08-2016,2016,45328,-6016,4546000,-23714
Toiletries,Facial Tissues,Crest,13-12-2016,2016,104251,-2578,4548300,-11654
Mens,Facial Scrubs,L'OREAL,11/7/2017,2017,1772,1446,4549100,731
Hair,Hair Styling,Aveda,28-03-2017,2017,49305,7902,4549900,701
Mens,Hair Styling,BRYLCREEM,28-12-2015,2015,2484,2669,4548900,16299
Mens,Anti-Perspirants,MITCHUM,28-02-2017,2017,7899,1645,4553400,-16917
Mens,Shower Gels,NIVEA,28-02-2017,2017,12207,4465,4553800,6865
Accessories,Nail Enamels,SENSATIONAIL,5/9/2017,2017,1710,1009,4552100,20717
Mens,Facial Moisturisers,NIVEA,14-12-2015,2015,38991,8944,4554300,17314
Accessories,Bathroom Products,ESSENTIALS ACCESSO,7/3/2017,2017,1046,469,4553100,-134
Toiletries,Soaps,Dove,15-03-2016,2016,3493,-3993,4555700,-17851
Hair,Hair Shampoo,Olay,9/11/2015,2015,23080,-2101,4554000,-8229
Mens,Hair Styling,PERCY NOBLEMAN,19-07-2016,2016,530,193,4556500,-5344
Mens,Anti-Perspirants,SURE,4/4/2017,2017,53903,-3570,4554900,-4051
Toiletries,Soaps,Garnier,29-11-2016,2016,1829,971,4556900,-14776
Accessories,Nail Care Products,SALLY HANSEN,1/11/2016,2016,12380,471,4555800,39018
Toiletries,Soaps,Dove,1/3/2016,2016,736,1939,4558800,7814
Mens,After Shaves,LYNX,28-02-2017,2017,504,-518,4557400,4574
Hair,Hair Styling,Matrix,13-12-2016,2016,24158,5010,4557700,1975
Mens,Hair Styling,MR,14-02-2017,2017,639,456,4559700,1317
Toiletries,Anti-Perspirants,Crest,15-03-2016,2016,1928,4014,4558300,-6161
Accessories,Hair Decorations,SCUNCI,29-08-2017,2017,8545,1657,4559700,18146
Toiletries,Hand Wash,Clairol,14-03-2017,2017,5845,366,4561100,-392
Toiletries,Hand Wash,Matrix,19-07-2016,2016,6748,1105,4559800,3571
Accessories,Beauty Foot Care Acc,TWEEZERMAN,29-03-2016,2016,1019,1641,4561900,3781
Hair,Hair Conditioner,HERBAL ESSENCES,30-11-2015,2015,1778,-1851,4560000,-7641
Toiletries,Soaps,Dove,13-09-2016,2016,3498,-4780,4560600,-19533
Mens,Facial Scrubs,BULLDOG,21-03-2017,2017,875,-2611,4563600,-12168
Toiletries,Shower Gels,Dove,2/11/2015,2015,12184,5462,4561600,5066
Toiletries,Soaps,Pantene,17-10-2017,2017,3048,6411,4561800,25003
Toiletries,Body Moisturisers,Dove,19-09-2017,2017,774,-13195,4562500,-31146
Toiletries,Toilet Tissues,Shiseido,28-06-2016,2016,13709,291,4564500,-562
Mens,Body Sprays,LYNX,15-11-2016,2016,23262,-3601,4565100,-10925
Mens,Anti-Perspirants,FCUK,25-04-2017,2017,7087,12552,4565400,4165
Mens,Anti-Perspirants,SURE,5/4/2016,2016,38838,-667,4563800,-175
Accessories,Body Exfoliators,ECOTOOLS,26-07-2016,2016,619,2404,4564000,6429
Toiletries,Sanitary Towels,L'oreal,29-08-2017,2017,106821,549,4567400,-1245
Mens,Body Sprays,SUPERDRY,29-11-2016,2016,3656,-413,4566900,-4382
Accessories,Toiletry & Cos Bags,TED BAKER,21-06-2016,2016,3658,444,4570200,-3659
Accessories,False Eyelashes,RAPID LASH,12/7/2016,2016,870,840,4569500,1994
Mens,Hair Styling,STUDIO LINE,29-08-2017,2017,1705,1026,4570900,3970
Mens,Facial Cleansers,BULLDOG,11/7/2017,2017,2824,3942,4570600,-2824
Accessories,Lipsalves/Balms,LIPCOTE,21-03-2017,2017,1764,483,4572200,2570
Accessories,Eye Cosmetics,COLOURSPORT,25-01-2016,2016,1751,319,4570400,2115
Toiletries,Shower Gels,Aveda,26-10-2015,2015,48910,2934,4572300,3246
Toiletries,Anti-Perspirants,Aveda,15-02-2016,2016,9978,4791,4573700,4198
Toiletries,Anti-Perspirants,Olay,13-12-2016,2016,45119,1830,4572200,-9871
Mens,Hair Conditioner,JONNY'S CHOP SHOP,19-09-2017,2017,248,-190,4573800,-2949
Toiletries,Anti-Perspirants,Matrix,20-06-2017,2017,8687,5697,4571900,13166
Toiletries,Anti-Perspirants,L'oreal,23-05-2017,2017,2758,6121,4574600,-2213
Mens,Shower Gels,FCUK,1/11/2016,2016,2890,1546,4572500,-11174
Hair,Hair Shampoo,HERBAL ESSENCES,7/12/2015,2015,10454,276,4574600,2729
Accessories,Nail Enamels,SALLY HANSEN,14-02-2017,2017,105,2438,4573500,6755
Hair,Hair Colours,L'oreal,30-08-2016,2016,27246,15803,4576400,16942
Accessories,Nail Enamel Removers,ELEGANT TOUCH,10/5/2016,2016,824,-567,4576400,1012
Accessories,Hair Combs/Brushes,BABYLISS,2/11/2015,2015,4305,5069,4576400,4346
Mens,Hair Styling,STUDIO LINE,26-10-2015,2015,5827,-642,4578200,-5947
Toiletries,Shower Gels,Pantene,7/2/2017,2017,45291,9896,4580900,-18916
Mens,Anti-Perspirants,L'OREAL,22-08-2017,2017,45188,11702,4578800,-16270
Mens,After Shaves,OLD SPICE,11/10/2016,2016,599,2776,4582500,8060
Toiletries,Body Sprays,Dove,9/5/2017,2017,44967,-2153,4581900,-19062
Accessories,Nail Care Products,OPI,19-09-2017,2017,1028,-831,4580900,-477
Mens,Face Masks,MONTAGNE JEUNESSE,14-06-2016,2016,447,67,4582800,-6199
Accessories,Hair Combs/Brushes,MARK HILL,8/3/2016,2016,4071,385,4581000,2528
Mens,Hair Shampoo,JUST FOR MEN,21-06-2016,2016,2596,2097,4583100,-11136
Mens,Shower Gels,L'OREAL,17-05-2016,2016,4517,-1206,4583700,-4623
Mens,Anti-Perspirants,MITCHUM,12/9/2017,2017,13831,-835,4585500,-18585
Hair,Hair Shampoo,Neutrogena,18-04-2017,2017,10379,2267,4586600,7674
Toiletries,Facial Tissues,Crest,13-06-2017,2017,38705,9328,4585400,8545
Mens,Anti-Perspirants,FCUK,17-10-2017,2017,3486,-2612,4585900,-13041
Toiletries,Shower Gels,Clairol,14-03-2017,2017,4477,5183,4587100,-26314
Hair,Hair Styling,Pantene,2/8/2016,2016,11977,2546,4587800,2795
Toiletries,Anti-Perspirants,Aveda,21-03-2017,2017,1602,725,4589400,1555
Hair,Hair Shampoo,Nivea,2/11/2015,2015,10431,-175,4591200,-1985
Hair,Hair Shampoo,Clairol,11/4/2017,2017,40976,2054,4589600,-6364
Accessories,Wash Accessories,BOTANICS,1/3/2016,2016,8527,1086,4590200,11442
Accessories,Grooming Tools,CHAMPNEYS,16-05-2017,2017,3570,2176,4590900,5779
Hair,Hair Styling,Shiseido,3/5/2016,2016,23986,1466,4592800,677
Mens,Shower Gels,TED BAKER,23-08-2016,2016,1769,2533,4593300,4781
Toiletries,Shower Gels,Clairol,7/12/2015,2015,23974,262,4596000,-155
Accessories,Hair Tools & Accs,INVISIBOBBLE,26-07-2016,2016,2912,2700,4594000,-290
Accessories,False Nails,NAILENE,16-08-2016,2016,8723,-188,4596100,-2477
Hair,Hair Conditioner,Pantene,29-03-2016,2016,5858,586,4594400,1526
Mens,After Shaves,TABAC,14-12-2015,2015,1041,955,4597000,3817
Toiletries,Soaps,Nivea,11/4/2017,2017,986,2340,4594800,8846
Mens,Hair Styling,MR,29-03-2016,2016,757,-249,4596500,86
Toiletries,Sanitary Towels,Aveda,1/2/2016,2016,31042,-17271,4595600,-35640
Accessories,False Eyelashes,RAPID LASH,13-09-2016,2016,823,884,4596900,480
Hair,Hair Shampoo,Dove,8/11/2016,2016,45011,-2460,4598000,-17934
Toiletries,Hand Wash,Shiseido,4/10/2016,2016,5850,1833,4596700,2538
Hair,Hair Colours,Nivea,19-07-2016,2016,6967,35812,4598500,26008
Toiletries,Anti-Perspirants,Neutrogena,25-07-2017,2017,2619,-2939,4596900,-7588
Accessories,False Eyelashes,RAPID LASH,26-09-2017,2017,877,1189,4599200,2905
Mens,Hair Styling,MR,25-07-2017,2017,838,-774,4596900,-1185
Mens,Shower Gels,DOVE,4/4/2017,2017,7098,11306,4599400,4210
Accessories,False Eyelashes,RAPID LASH,9/8/2016,2016,1028,-1523,4598300,-2042
Accessories,Nail Enamels,SENSATIONAIL,26-07-2016,2016,2909,6626,4600300,-9503
Toiletries,Hand Wash,Crest,7/2/2017,2017,5846,1549,4599200,1568
